"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Flag and Footnotes"
"2019","Greece","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Greece","In-patient care","Bed-days","Number",":",""
"2019","Spain","Services of curative care","Discharges","Number",":",""
"2019","Spain","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Spain","Services of curative care","Bed-days","Number",":",""
"2019","Spain","In-patient care","Discharges","Number",":",""
"2019","Spain","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Spain","In-patient care","Bed-days","Number",":",""
"2019","France","Services of curative care","Discharges","Number",":",""
"2019","France","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","France","Services of curative care","Bed-days","Number",":",""
"2019","France","In-patient care","Discharges","Number",":",""
"2019","France","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","France","In-patient care","Bed-days","Number",":",""
"2019","Croatia","Services of curative care","Discharges","Number",":",""
"2019","Croatia","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Croatia","Services of curative care","Bed-days","Number",":",""
"2019","Croatia","In-patient care","Discharges","Number",":",""
"2019","Croatia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Croatia","In-patient care","Bed-days","Number",":",""
"2019","Italy","Services of curative care","Discharges","Number",":",""
"2019","Italy","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Italy","Services of curative care","Bed-days","Number",":",""
"2019","Italy","In-patient care","Discharges","Number",":",""
"2019","Italy","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Italy","In-patient care","Bed-days","Number",":",""
"2019","Cyprus","Services of curative care","Discharges","Number",":",""
"2019","Cyprus","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Cyprus","Services of curative care","Bed-days","Number",":",""
"2019","Cyprus","In-patient care","Discharges","Number",":",""
"2019","Cyprus","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Cyprus","In-patient care","Bed-days","Number",":",""
"2019","Latvia","Services of curative care","Discharges","Number",":",""
"2019","Latvia","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Latvia","Services of curative care","Bed-days","Number",":",""
"2019","Latvia","In-patient care","Discharges","Number",":",""
"2019","Latvia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Latvia","In-patient care","Bed-days","Number",":",""
"2019","Lithuania","Services of curative care","Discharges","Number",":",""
"2019","Lithuania","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Lithuania","Services of curative care","Bed-days","Number",":",""
"2019","Lithuania","In-patient care","Discharges","Number",":",""
"2019","Lithuania","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Lithuania","In-patient care","Bed-days","Number",":",""
"2019","Luxembourg","Services of curative care","Discharges","Number",":",""
"2019","Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Luxembourg","Services of curative care","Bed-days","Number",":",""
"2019","Luxembourg","In-patient care","Discharges","Number",":",""
"2019","Luxembourg","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Luxembourg","In-patient care","Bed-days","Number",":",""
"2019","Hungary","Services of curative care","Discharges","Number",":",""
"2019","Hungary","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Hungary","Services of curative care","Bed-days","Number",":",""
"2019","Hungary","In-patient care","Discharges","Number",":",""
"2019","Hungary","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Hungary","In-patient care","Bed-days","Number",":",""
"2019","Malta","Services of curative care","Discharges","Number",":",""
"2019","Malta","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Malta","Services of curative care","Bed-days","Number",":",""
"2019","Malta","In-patient care","Discharges","Number",":",""
"2019","Malta","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Malta","In-patient care","Bed-days","Number",":",""
"2019","Netherlands","Services of curative care","Discharges","Number",":",""
"2019","Netherlands","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Netherlands","Services of curative care","Bed-days","Number",":",""
"2019","Netherlands","In-patient care","Discharges","Number",":",""
"2019","Netherlands","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Netherlands","In-patient care","Bed-days","Number",":",""
"2019","Austria","Services of curative care","Discharges","Number",":",""
"2019","Austria","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Austria","Services of curative care","Bed-days","Number",":",""
"2019","Austria","In-patient care","Discharges","Number",":",""
"2019","Austria","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Austria","In-patient care","Bed-days","Number",":",""
"2019","Poland","Services of curative care","Discharges","Number",":",""
"2019","Poland","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Poland","Services of curative care","Bed-days","Number",":",""
"2019","Poland","In-patient care","Discharges","Number",":",""
"2019","Poland","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Poland","In-patient care","Bed-days","Number",":",""
"2019","Portugal","Services of curative care","Discharges","Number",":",""
"2019","Portugal","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Portugal","Services of curative care","Bed-days","Number",":",""
"2019","Portugal","In-patient care","Discharges","Number",":",""
"2019","Portugal","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Portugal","In-patient care","Bed-days","Number",":",""
"2019","Romania","Services of curative care","Discharges","Number",":",""
"2019","Romania","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Romania","Services of curative care","Bed-days","Number",":",""
"2019","Romania","In-patient care","Discharges","Number",":",""
"2019","Romania","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Romania","In-patient care","Bed-days","Number",":",""
"2019","Slovenia","Services of curative care","Discharges","Number",":",""
"2019","Slovenia","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Slovenia","Services of curative care","Bed-days","Number",":",""
"2019","Slovenia","In-patient care","Discharges","Number",":",""
"2019","Slovenia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Slovenia","In-patient care","Bed-days","Number",":",""
"2019","Slovakia","Services of curative care","Discharges","Number",":",""
"2019","Slovakia","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Slovakia","Services of curative care","Bed-days","Number",":",""
"2019","Slovakia","In-patient care","Discharges","Number",":",""
"2019","Slovakia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Slovakia","In-patient care","Bed-days","Number",":",""
"2019","Finland","Services of curative care","Discharges","Number",":",""
"2019","Finland","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Finland","Services of curative care","Bed-days","Number",":",""
"2019","Finland","In-patient care","Discharges","Number",":",""
"2019","Finland","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Finland","In-patient care","Bed-days","Number",":",""
"2019","Sweden","Services of curative care","Discharges","Number",":",""
"2019","Sweden","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Sweden","Services of curative care","Bed-days","Number",":",""
"2019","Sweden","In-patient care","Discharges","Number",":",""
"2019","Sweden","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2019","Sweden","In-patient care","Bed-days","Number",":",""
"2019","Iceland","Services of curative care","Discharges","Number",":",""
"2019","Iceland","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2019","Iceland","Services of curative care","Bed-days","Number",":",""
"2019","Iceland","In-patient care","Discharges","Number",":",""
