"TIME","GEO","OWNER","UNIT","Value","Flag and Footnotes"
"2019","Greece","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Greece","For-profit private ownership","Number",":",""
"2019","Greece","For-profit private ownership","Inhabitants per ...",":",""
"2019","Greece","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Spain","Public ownership","Number",":",""
"2019","Spain","Public ownership","Inhabitants per ...",":",""
"2019","Spain","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Spain","Not-for-profit private ownership","Number",":",""
"2019","Spain","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Spain","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Spain","For-profit private ownership","Number",":",""
"2019","Spain","For-profit private ownership","Inhabitants per ...",":",""
"2019","Spain","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","France","Public ownership","Number",":",""
"2019","France","Public ownership","Inhabitants per ...",":",""
"2019","France","Public ownership","Per hundred thousand inhabitants",":",""
"2019","France","Not-for-profit private ownership","Number",":",""
"2019","France","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","France","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","France","For-profit private ownership","Number",":",""
"2019","France","For-profit private ownership","Inhabitants per ...",":",""
"2019","France","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Croatia","Public ownership","Number",":",""
"2019","Croatia","Public ownership","Inhabitants per ...",":",""
"2019","Croatia","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Croatia","Not-for-profit private ownership","Number",":",""
"2019","Croatia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Croatia","For-profit private ownership","Number",":",""
"2019","Croatia","For-profit private ownership","Inhabitants per ...",":",""
"2019","Croatia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Italy","Public ownership","Number",":",""
"2019","Italy","Public ownership","Inhabitants per ...",":",""
"2019","Italy","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Italy","Not-for-profit private ownership","Number",":",""
"2019","Italy","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Italy","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Italy","For-profit private ownership","Number",":",""
"2019","Italy","For-profit private ownership","Inhabitants per ...",":",""
"2019","Italy","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Cyprus","Public ownership","Number",":",""
"2019","Cyprus","Public ownership","Inhabitants per ...",":",""
"2019","Cyprus","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Cyprus","Not-for-profit private ownership","Number",":",""
"2019","Cyprus","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Cyprus","For-profit private ownership","Number",":",""
"2019","Cyprus","For-profit private ownership","Inhabitants per ...",":",""
"2019","Cyprus","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Latvia","Public ownership","Number",":",""
"2019","Latvia","Public ownership","Inhabitants per ...",":",""
"2019","Latvia","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Latvia","Not-for-profit private ownership","Number",":",""
"2019","Latvia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Latvia","For-profit private ownership","Number",":",""
"2019","Latvia","For-profit private ownership","Inhabitants per ...",":",""
"2019","Latvia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Lithuania","Public ownership","Number",":",""
"2019","Lithuania","Public ownership","Inhabitants per ...",":",""
"2019","Lithuania","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Lithuania","Not-for-profit private ownership","Number",":",""
"2019","Lithuania","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Lithuania","For-profit private ownership","Number",":",""
"2019","Lithuania","For-profit private ownership","Inhabitants per ...",":",""
"2019","Lithuania","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Hungary","Public ownership","Number",":",""
"2019","Hungary","Public ownership","Inhabitants per ...",":",""
"2019","Hungary","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Hungary","Not-for-profit private ownership","Number",":",""
"2019","Hungary","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Hungary","For-profit private ownership","Number",":",""
"2019","Hungary","For-profit private ownership","Inhabitants per ...",":",""
"2019","Hungary","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Malta","Public ownership","Number",":",""
"2019","Malta","Public ownership","Inhabitants per ...",":",""
"2019","Malta","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Malta","Not-for-profit private ownership","Number",":",""
"2019","Malta","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Malta","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Malta","For-profit private ownership","Number",":",""
"2019","Malta","For-profit private ownership","Inhabitants per ...",":",""
"2019","Malta","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Netherlands","Public ownership","Number",":",""
"2019","Netherlands","Public ownership","Inhabitants per ...",":",""
"2019","Netherlands","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Netherlands","Not-for-profit private ownership","Number",":",""
"2019","Netherlands","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Netherlands","For-profit private ownership","Number",":",""
"2019","Netherlands","For-profit private ownership","Inhabitants per ...",":",""
"2019","Netherlands","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Austria","Public ownership","Number",":",""
"2019","Austria","Public ownership","Inhabitants per ...",":",""
"2019","Austria","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Austria","Not-for-profit private ownership","Number",":",""
"2019","Austria","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Austria","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Austria","For-profit private ownership","Number",":",""
"2019","Austria","For-profit private ownership","Inhabitants per ...",":",""
"2019","Austria","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Poland","Public ownership","Number",":",""
"2019","Poland","Public ownership","Inhabitants per ...",":",""
"2019","Poland","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Poland","Not-for-profit private ownership","Number",":",""
"2019","Poland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Poland","For-profit private ownership","Number",":",""
"2019","Poland","For-profit private ownership","Inhabitants per ...",":",""
"2019","Poland","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Portugal","Public ownership","Number",":",""
"2019","Portugal","Public ownership","Inhabitants per ...",":",""
"2019","Portugal","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Portugal","Not-for-profit private ownership","Number",":",""
"2019","Portugal","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Portugal","For-profit private ownership","Number",":",""
"2019","Portugal","For-profit private ownership","Inhabitants per ...",":",""
"2019","Portugal","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Romania","Public ownership","Number",":",""
"2019","Romania","Public ownership","Inhabitants per ...",":",""
"2019","Romania","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Romania","Not-for-profit private ownership","Number",":",""
"2019","Romania","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Romania","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Romania","For-profit private ownership","Number",":",""
"2019","Romania","For-profit private ownership","Inhabitants per ...",":",""
"2019","Romania","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Slovenia","Public ownership","Number",":",""
"2019","Slovenia","Public ownership","Inhabitants per ...",":",""
"2019","Slovenia","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Slovenia","Not-for-profit private ownership","Number",":",""
"2019","Slovenia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Slovenia","For-profit private ownership","Number",":",""
"2019","Slovenia","For-profit private ownership","Inhabitants per ...",":",""
"2019","Slovenia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Finland","Public ownership","Number",":",""
"2019","Finland","Public ownership","Inhabitants per ...",":",""
"2019","Finland","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Finland","Not-for-profit private ownership","Number",":",""
"2019","Finland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Finland","For-profit private ownership","Number",":",""
"2019","Finland","For-profit private ownership","Inhabitants per ...",":",""
"2019","Finland","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Iceland","Public ownership","Number","1 009.00",""
"2019","Iceland","Public ownership","Inhabitants per ...",":",""
"2019","Iceland","Public ownership","Per hundred thousand inhabitants",":",""
"2019","Iceland","Not-for-profit private ownership","Number","0.00",""
"2019","Iceland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2019","Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2019","Iceland","For-profit private ownership","Number","0.00",""
"2019","Iceland","For-profit private ownership","Inhabitants per ...",":",""
