"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Flag and Footnotes"
"2019","Switzerland","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","Switzerland","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Computed Tomography Scanners","Hospitals",":",""
"2019","United Kingdom","Number","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","United Kingdom","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Gamma cameras","Hospitals",":",""
"2019","United Kingdom","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Angiography units","Hospitals",":",""
"2019","United Kingdom","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Number","Lithotriptors","Hospitals",":",""
"2019","United Kingdom","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","United Kingdom","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","United Kingdom","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","United Kingdom","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","United Kingdom","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","United Kingdom","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","United Kingdom","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Computed Tomography Scanners","Hospitals",":",""
"2019","North Macedonia","Number","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","North Macedonia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Gamma cameras","Hospitals",":",""
"2019","North Macedonia","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Angiography units","Hospitals",":",""
"2019","North Macedonia","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Number","Lithotriptors","Hospitals",":",""
"2019","North Macedonia","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2019","North Macedonia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","North Macedonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Gamma cameras","Hospitals",":",""
"2019","North Macedonia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Angiography units","Hospitals",":",""
"2019","North Macedonia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2019","North Macedonia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Gamma cameras","Hospitals",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2019","North Macedonia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Albania","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
"2019","Albania","Number","Computed Tomography Scanners","Hospitals",":",""
"2019","Albania","Number","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2019","Albania","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2019","Albania","Number","Magnetic Resonance Imaging Units","Hospitals",":",""
"2019","Albania","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2019","Albania","Number","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2019","Albania","Number","Gamma cameras","Hospitals",":",""
"2019","Albania","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2019","Albania","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2019","Albania","Number","Angiography units","Hospitals",":",""
"2019","Albania","Number","Angiography units","Providers of ambulatory health care",":",""
"2019","Albania","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2019","Albania","Number","Lithotriptors","Hospitals",":",""
"2019","Albania","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2019","Albania","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",":",""
