"TIME","GEO","UNIT","SEX","ICD10","Value","Flag and Footnotes"
"2018","Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","11 936",""
"2018","Poland","Number","Total","Pneumonia, organism unspecified","13 015",""
"2018","Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 164",""
"2018","Portugal","Number","Total","Other sepsis","894",""
"2018","Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","4 952",""
"2018","Portugal","Number","Total","Pneumonia, organism unspecified","5 238",""
"2018","Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 759",""
"2018","Romania","Number","Total","Other sepsis","1 910",""
"2018","Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 625",""
"2018","Romania","Number","Total","Pneumonia, organism unspecified","8 426",""
"2018","Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","49",""
"2018","Slovenia","Number","Total","Other sepsis","86",""
"2018","Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","517",""
"2018","Slovenia","Number","Total","Pneumonia, organism unspecified","327",""
"2018","Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","243",""
"2018","Slovakia","Number","Total","Other sepsis","439",""
"2018","Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 646",""
"2018","Slovakia","Number","Total","Pneumonia, organism unspecified","1 765",""
"2018","Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","171",""
"2018","Finland","Number","Total","Other sepsis","70",""
"2018","Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","898",""
"2018","Finland","Number","Total","Pneumonia, organism unspecified","59",""
"2018","Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 483",""
"2018","Sweden","Number","Total","Other sepsis","780",""
"2018","Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 060",""
"2018","Sweden","Number","Total","Pneumonia, organism unspecified","1 852",""
"2018","Iceland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","10",""
"2018","Iceland","Number","Total","Other sepsis","10",""
"2018","Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","41",""
"2018","Iceland","Number","Total","Pneumonia, organism unspecified","76",""
"2018","Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1",""
"2018","Liechtenstein","Number","Total","Other sepsis","4",""
"2018","Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","0",""
"2018","Liechtenstein","Number","Total","Pneumonia, organism unspecified","12",""
"2018","Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","687",""
"2018","Norway","Number","Total","Other sepsis","242",""
"2018","Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 204",""
"2018","Norway","Number","Total","Pneumonia, organism unspecified","1 369",""
"2018","Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","640",""
"2018","Switzerland","Number","Total","Other sepsis","183",""
"2018","Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 258",""
"2018","Switzerland","Number","Total","Pneumonia, organism unspecified","1 250",""
"2018","United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 291",""
"2018","United Kingdom","Number","Total","Other sepsis","3 004",""
"2018","United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","23 244",""
"2018","United Kingdom","Number","Total","Pneumonia, organism unspecified","29 614",""
"2018","Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","380",""
"2018","Serbia","Number","Total","Other sepsis","281",""
"2018","Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 604",""
"2018","Serbia","Number","Total","Pneumonia, organism unspecified","1 375",""
"2018","Turkey","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 985",""
"2018","Turkey","Number","Total","Other sepsis","8 868",""
"2018","Turkey","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","11 569",""
"2018","Turkey","Number","Total","Pneumonia, organism unspecified","14 902",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Other sepsis",":",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Other sepsis",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Belgium","Number","Total","Other sepsis",":",""
"2019","Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Belgium","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Bulgaria","Number","Total","Other sepsis",":",""
"2019","Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Bulgaria","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","663",""
"2019","Czechia","Number","Total","Other sepsis","1 209",""
"2019","Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 022",""
"2019","Czechia","Number","Total","Pneumonia, organism unspecified","3 038",""
"2019","Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Denmark","Number","Total","Other sepsis",":",""
"2019","Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Denmark","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","9 127",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis","7 121",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","19 548",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified","18 102",""
"2019","Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Estonia","Number","Total","Other sepsis",":",""
"2019","Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Estonia","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Ireland","Number","Total","Other sepsis",":",""
"2019","Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Ireland","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Greece","Number","Total","Other sepsis",":",""
"2019","Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Greece","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Spain","Number","Total","Other sepsis",":",""
"2019","Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Spain","Number","Total","Pneumonia, organism unspecified",":",""
"2019","France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","France","Number","Total","Other sepsis",":",""
"2019","France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","France","Number","Total","Pneumonia, organism unspecified",":",""
"2019","France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","France (metropolitan)","Number","Total","Other sepsis",":",""
"2019","France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","France (metropolitan)","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Croatia","Number","Total","Other sepsis",":",""
"2019","Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Croatia","Number","Total","Pneumonia, organism unspecified",":",""
"2019","Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2019","Italy","Number","Total","Other sepsis",":",""
"2019","Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2019","Italy","Number","Total","Pneumonia, organism unspecified",":",""
