"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Flag and Footnotes"
"2017","European Union - 28 countries (2013-2020)","Total","Females","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Preventable mortality","Total","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Preventable mortality","Total","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Preventable mortality","Males","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Preventable mortality","Males","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Preventable mortality","Females","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Preventable mortality","Females","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Treatable mortality","Total","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Treatable mortality","Total","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Treatable mortality","Males","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Treatable mortality","Males","Total","Rate",":",""
"2017","European Union - 28 countries (2013-2020)","Treatable mortality","Females","Total","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Treatable mortality","Females","Total","Rate",":",""
"2017","Belgium","Total","Total","Total","Number","21 943","p"
"2017","Belgium","Total","Total","Total","Rate","219.77","p"
"2017","Belgium","Total","Males","Total","Number","13 795","p"
"2017","Belgium","Total","Males","Total","Rate","283.29","p"
"2017","Belgium","Total","Females","Total","Number","8 148","p"
"2017","Belgium","Total","Females","Total","Rate","159.49","p"
"2017","Belgium","Preventable mortality","Total","Total","Number","14 923","p"
"2017","Belgium","Preventable mortality","Total","Total","Rate","149.08","p"
"2017","Belgium","Preventable mortality","Males","Total","Number","10 157","p"
"2017","Belgium","Preventable mortality","Males","Total","Rate","207.8","p"
"2017","Belgium","Preventable mortality","Females","Total","Number","4 766","p"
"2017","Belgium","Preventable mortality","Females","Total","Rate","93.12","p"
"2017","Belgium","Treatable mortality","Total","Total","Number","7 020","p"
"2017","Belgium","Treatable mortality","Total","Total","Rate","70.68","p"
"2017","Belgium","Treatable mortality","Males","Total","Number","3 638","p"
"2017","Belgium","Treatable mortality","Males","Total","Rate","75.49","p"
"2017","Belgium","Treatable mortality","Females","Total","Number","3 382","p"
"2017","Belgium","Treatable mortality","Females","Total","Rate","66.37","p"
"2017","Bulgaria","Total","Total","Total","Number","30 039","p"
"2017","Bulgaria","Total","Total","Total","Rate","422.04","p"
"2017","Bulgaria","Total","Males","Total","Number","19 593","p"
"2017","Bulgaria","Total","Males","Total","Rate","602.99","p"
"2017","Bulgaria","Total","Females","Total","Number","10 446","p"
"2017","Bulgaria","Total","Females","Total","Rate","268.94","p"
"2017","Bulgaria","Preventable mortality","Total","Total","Number","16 374.5","p"
"2017","Bulgaria","Preventable mortality","Total","Total","Rate","230.22","p"
"2017","Bulgaria","Preventable mortality","Males","Total","Number","11 636.5","p"
"2017","Bulgaria","Preventable mortality","Males","Total","Rate","356.93","p"
"2017","Bulgaria","Preventable mortality","Females","Total","Number","4 738","p"
"2017","Bulgaria","Preventable mortality","Females","Total","Rate","121.87","p"
"2017","Bulgaria","Treatable mortality","Total","Total","Number","13 664.5","p"
"2017","Bulgaria","Treatable mortality","Total","Total","Rate","191.82","p"
"2017","Bulgaria","Treatable mortality","Males","Total","Number","7 956.5","p"
"2017","Bulgaria","Treatable mortality","Males","Total","Rate","246.05","p"
"2017","Bulgaria","Treatable mortality","Females","Total","Number","5 708","p"
"2017","Bulgaria","Treatable mortality","Females","Total","Rate","147.07","p"
"2017","Czechia","Total","Total","Total","Number","33 257","p"
"2017","Czechia","Total","Total","Total","Rate","324.13","p"
"2017","Czechia","Total","Males","Total","Number","22 098","p"
"2017","Czechia","Total","Males","Total","Rate","458.67","p"
"2017","Czechia","Total","Females","Total","Number","11 159","p"
"2017","Czechia","Total","Females","Total","Rate","204.31","p"
"2017","Czechia","Preventable mortality","Total","Total","Number","20 169.5","p"
"2017","Czechia","Preventable mortality","Total","Total","Rate","196.91","p"
"2017","Czechia","Preventable mortality","Males","Total","Number","14 282","p"
"2017","Czechia","Preventable mortality","Males","Total","Rate","295.76","p"
"2017","Czechia","Preventable mortality","Females","Total","Number","5 887.5","p"
"2017","Czechia","Preventable mortality","Females","Total","Rate","108.15","p"
"2017","Czechia","Treatable mortality","Total","Total","Number","13 087.5","p"
"2017","Czechia","Treatable mortality","Total","Total","Rate","127.22","p"
"2017","Czechia","Treatable mortality","Males","Total","Number","7 816","p"
"2017","Czechia","Treatable mortality","Males","Total","Rate","162.91","p"
"2017","Czechia","Treatable mortality","Females","Total","Number","5 271.5","p"
"2017","Czechia","Treatable mortality","Females","Total","Rate","96.16","p"
"2017","Denmark","Total","Total","Total","Number","12 484","p"
"2017","Denmark","Total","Total","Total","Rate","229.9","p"
"2017","Denmark","Total","Males","Total","Number","7 610","p"
"2017","Denmark","Total","Males","Total","Rate","284.96","p"
"2017","Denmark","Total","Females","Total","Number","4 874","p"
"2017","Denmark","Total","Females","Total","Rate","176.4","p"
"2017","Denmark","Preventable mortality","Total","Total","Number","8 494","p"
"2017","Denmark","Preventable mortality","Total","Total","Rate","156.75","p"
"2017","Denmark","Preventable mortality","Males","Total","Number","5 418.5","p"
"2017","Denmark","Preventable mortality","Males","Total","Rate","203.39","p"
"2017","Denmark","Preventable mortality","Females","Total","Number","3 075.5","p"
"2017","Denmark","Preventable mortality","Females","Total","Rate","111.21","p"
"2017","Denmark","Treatable mortality","Total","Total","Number","3 990","p"
"2017","Denmark","Treatable mortality","Total","Total","Rate","73.15","p"
"2017","Denmark","Treatable mortality","Males","Total","Number","2 191.5","p"
"2017","Denmark","Treatable mortality","Males","Total","Rate","81.57","p"
"2017","Denmark","Treatable mortality","Females","Total","Number","1 798.5","p"
"2017","Denmark","Treatable mortality","Females","Total","Rate","65.19","p"
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Number","182 924","p"
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rate","240.98","p"
"2017","Germany (until 1990 former territory of the FRG)","Total","Males","Total","Number","117 143","p"
"2017","Germany (until 1990 former territory of the FRG)","Total","Males","Total","Rate","318.1","p"
"2017","Germany (until 1990 former territory of the FRG)","Total","Females","Total","Number","65 781","p"
"2017","Germany (until 1990 former territory of the FRG)","Total","Females","Total","Rate","168.6","p"
"2017","Germany (until 1990 former territory of the FRG)","Preventable mortality","Total","Total","Number","118 506.5","p"
"2017","Germany (until 1990 former territory of the FRG)","Preventable mortality","Total","Total","Rate","155.49","p"
"2017","Germany (until 1990 former territory of the FRG)","Preventable mortality","Males","Total","Number","81 367.5","p"
"2017","Germany (until 1990 former territory of the FRG)","Preventable mortality","Males","Total","Rate","219.71","p"
"2017","Germany (until 1990 former territory of the FRG)","Preventable mortality","Females","Total","Number","37 139","p"
"2017","Germany (until 1990 former territory of the FRG)","Preventable mortality","Females","Total","Rate","94.9","p"
"2017","Germany (until 1990 former territory of the FRG)","Treatable mortality","Total","Total","Number","64 417.5","p"
"2017","Germany (until 1990 former territory of the FRG)","Treatable mortality","Total","Total","Rate","85.49","p"
"2017","Germany (until 1990 former territory of the FRG)","Treatable mortality","Males","Total","Number","35 775.5","p"
"2017","Germany (until 1990 former territory of the FRG)","Treatable mortality","Males","Total","Rate","98.39","p"
"2017","Germany (until 1990 former territory of the FRG)","Treatable mortality","Females","Total","Number","28 642","p"
"2017","Germany (until 1990 former territory of the FRG)","Treatable mortality","Females","Total","Rate","73.7","p"
"2017","Estonia","Total","Total","Total","Number","4 460","p"
"2017","Estonia","Total","Total","Total","Rate","383.86","p"
"2017","Estonia","Total","Males","Total","Number","3 093","p"
"2017","Estonia","Total","Males","Total","Rate","611.67","p"
"2017","Estonia","Total","Females","Total","Number","1 367","p"
"2017","Estonia","Total","Females","Total","Rate","209.1","p"
"2017","Estonia","Preventable mortality","Total","Total","Number","2 889","p"
"2017","Estonia","Preventable mortality","Total","Total","Rate","247.27","p"
"2017","Estonia","Preventable mortality","Males","Total","Number","2 147.5","p"
"2017","Estonia","Preventable mortality","Males","Total","Rate","418.41","p"
"2017","Estonia","Preventable mortality","Females","Total","Number","741.5","p"
"2017","Estonia","Preventable mortality","Females","Total","Rate","113.9","p"
"2017","Estonia","Treatable mortality","Total","Total","Number","1 571","p"
"2017","Estonia","Treatable mortality","Total","Total","Rate","136.6","p"
"2017","Estonia","Treatable mortality","Males","Total","Number","945.5","p"
"2017","Estonia","Treatable mortality","Males","Total","Rate","193.26","p"
"2017","Estonia","Treatable mortality","Females","Total","Number","625.5","p"
"2017","Estonia","Treatable mortality","Females","Total","Rate","95.2","p"
"2017","Ireland","Total","Total","Total","Number","7 405","p"
"2017","Ireland","Total","Total","Total","Rate","202.64","p"
"2017","Ireland","Total","Males","Total","Number","4 556","p"
"2017","Ireland","Total","Males","Total","Rate","251.33","p"
"2017","Ireland","Total","Females","Total","Number","2 849","p"
"2017","Ireland","Total","Females","Total","Rate","155.03","p"
"2017","Ireland","Preventable mortality","Total","Total","Number","4 725.5","p"
"2017","Ireland","Preventable mortality","Total","Total","Rate","129.39","p"
"2017","Ireland","Preventable mortality","Males","Total","Number","3 145","p"
"2017","Ireland","Preventable mortality","Males","Total","Rate","172.87","p"
"2017","Ireland","Preventable mortality","Females","Total","Number","1 580.5","p"
"2017","Ireland","Preventable mortality","Females","Total","Rate","86.85","p"
"2017","Ireland","Treatable mortality","Total","Total","Number","2 679.5","p"
"2017","Ireland","Treatable mortality","Total","Total","Rate","73.26","p"
"2017","Ireland","Treatable mortality","Males","Total","Number","1 411","p"
"2017","Ireland","Treatable mortality","Males","Total","Rate","78.46","p"
"2017","Ireland","Treatable mortality","Females","Total","Number","1 268.5","p"
"2017","Ireland","Treatable mortality","Females","Total","Rate","68.18","p"
"2017","Greece","Total","Total","Total","Number","23 266","p"
"2017","Greece","Total","Total","Total","Rate","235.6","p"
"2017","Greece","Total","Males","Total","Number","15 934","p"
"2017","Greece","Total","Males","Total","Rate","341.06","p"
"2017","Greece","Total","Females","Total","Number","7 332","p"
"2017","Greece","Total","Females","Total","Rate","140.86","p"
"2017","Greece","Preventable mortality","Total","Total","Number","13 980","p"
"2017","Greece","Preventable mortality","Total","Total","Rate","141.4","p"
"2017","Greece","Preventable mortality","Males","Total","Number","10 626","p"
"2017","Greece","Preventable mortality","Males","Total","Rate","227.13","p"
"2017","Greece","Preventable mortality","Females","Total","Number","3 354","p"
"2017","Greece","Preventable mortality","Females","Total","Rate","64.26","p"
"2017","Greece","Treatable mortality","Total","Total","Number","9 286","p"
"2017","Greece","Treatable mortality","Total","Total","Rate","94.2","p"
"2017","Greece","Treatable mortality","Males","Total","Number","5 308","p"
"2017","Greece","Treatable mortality","Males","Total","Rate","113.93","p"
"2017","Greece","Treatable mortality","Females","Total","Number","3 978","p"
"2017","Greece","Treatable mortality","Females","Total","Rate","76.6","p"
"2017","Spain","Total","Total","Total","Number","74 651","p"
"2017","Spain","Total","Total","Total","Rate","181.3","p"
"2017","Spain","Total","Males","Total","Number","51 453","p"
