"TIME","GEO","OWNER","UNIT","Value","Value_imp"
2019,"Denmark","Public ownership","Per hundred thousand inhabitants",243.05,TRUE
2019,"Denmark","Not-for-profit private ownership","Number",628,FALSE
2019,"Denmark","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2019,"Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants",11.03,TRUE
2019,"Denmark","For-profit private ownership","Number",319,FALSE
2019,"Denmark","For-profit private ownership","Inhabitants per ...",18839.8,TRUE
2019,"Denmark","For-profit private ownership","Per hundred thousand inhabitants",5.31,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Public ownership","Number",269448,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...",305.95,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants",326.85,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number",193286,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...",425.89,TRUE
2019,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants",234.8,TRUE
2019,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number",200889,TRUE
2019,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...",408.83,TRUE
2019,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants",244.6,TRUE
2019,"Estonia","Public ownership","Number",5720,TRUE
2019,"Estonia","Public ownership","Inhabitants per ...",230.31,TRUE
2019,"Estonia","Public ownership","Per hundred thousand inhabitants",434.19,TRUE
2019,"Estonia","Not-for-profit private ownership","Number",152,TRUE
2019,"Estonia","Not-for-profit private ownership","Inhabitants per ...",8667,TRUE
2019,"Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants",11.54,TRUE
2019,"Estonia","For-profit private ownership","Number",313,TRUE
2019,"Estonia","For-profit private ownership","Inhabitants per ...",4208.89,TRUE
2019,"Estonia","For-profit private ownership","Per hundred thousand inhabitants",23.76,TRUE
2019,"Greece","Public ownership","Number",29521,TRUE
2019,"Greece","Public ownership","Inhabitants per ...",364.63,TRUE
2019,"Greece","Public ownership","Per hundred thousand inhabitants",274.25,TRUE
2019,"Greece","Not-for-profit private ownership","Number",894,TRUE
2019,"Greece","Not-for-profit private ownership","Inhabitants per ...",12029.84,TRUE
2019,"Greece","Not-for-profit private ownership","Per hundred thousand inhabitants",8.31,TRUE
2019,"Greece","For-profit private ownership","Number",14853,TRUE
2019,"Greece","For-profit private ownership","Inhabitants per ...",725.51,TRUE
2019,"Greece","For-profit private ownership","Per hundred thousand inhabitants",137.83,TRUE
2019,"Spain","Public ownership","Number",94869,TRUE
2019,"Spain","Public ownership","Inhabitants per ...",491.17,TRUE
2019,"Spain","Public ownership","Per hundred thousand inhabitants",203.6,TRUE
2019,"Spain","Not-for-profit private ownership","Number",16903,TRUE
2019,"Spain","Not-for-profit private ownership","Inhabitants per ...",2750.7,TRUE
2019,"Spain","Not-for-profit private ownership","Per hundred thousand inhabitants",36.35,TRUE
2019,"Spain","For-profit private ownership","Number",26639,TRUE
2019,"Spain","For-profit private ownership","Inhabitants per ...",1749.06,TRUE
2019,"Spain","For-profit private ownership","Per hundred thousand inhabitants",57.17,TRUE
2019,"France","Public ownership","Number",246395,TRUE
2019,"France","Public ownership","Inhabitants per ...",271.37,TRUE
2019,"France","Public ownership","Per hundred thousand inhabitants",368.5,TRUE
2019,"France","Not-for-profit private ownership","Number",56482,TRUE
2019,"France","Not-for-profit private ownership","Inhabitants per ...",1183.83,TRUE
2019,"France","Not-for-profit private ownership","Per hundred thousand inhabitants",84.47,TRUE
2019,"France","For-profit private ownership","Number",96988,TRUE
2019,"France","For-profit private ownership","Inhabitants per ...",689.42,TRUE
2019,"France","For-profit private ownership","Per hundred thousand inhabitants",145.05,TRUE
2019,"Croatia","Public ownership","Number",22508,TRUE
2019,"Croatia","Public ownership","Inhabitants per ...",183.79,TRUE
2019,"Croatia","Public ownership","Per hundred thousand inhabitants",544.09,TRUE
2019,"Croatia","Not-for-profit private ownership","Number",140,TRUE
2019,"Croatia","Not-for-profit private ownership","Inhabitants per ...",29498.95,TRUE
2019,"Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants",3.39,TRUE
2019,"Croatia","For-profit private ownership","Number",268,TRUE
2019,"Croatia","For-profit private ownership","Inhabitants per ...",15409.9,TRUE
2019,"Croatia","For-profit private ownership","Per hundred thousand inhabitants",6.49,TRUE
2019,"Italy","Public ownership","Number",128483,TRUE
2019,"Italy","Public ownership","Inhabitants per ...",471.17,TRUE
2019,"Italy","Public ownership","Per hundred thousand inhabitants",212.24,TRUE
2019,"Italy","Not-for-profit private ownership","Number",7444,TRUE
2019,"Italy","Not-for-profit private ownership","Inhabitants per ...",8116.84,TRUE
2019,"Italy","Not-for-profit private ownership","Per hundred thousand inhabitants",12.32,TRUE
2019,"Italy","For-profit private ownership","Number",55903,TRUE
2019,"Italy","For-profit private ownership","Inhabitants per ...",1080.83,TRUE
2019,"Italy","For-profit private ownership","Per hundred thousand inhabitants",92.52,TRUE
2019,"Cyprus","Public ownership","Number",1564,TRUE
2019,"Cyprus","Public ownership","Inhabitants per ...",545.17,TRUE
2019,"Cyprus","Public ownership","Per hundred thousand inhabitants",183.43,TRUE
2019,"Cyprus","Not-for-profit private ownership","Number",0,TRUE
2019,"Cyprus","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2019,"Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants",0,TRUE
2019,"Cyprus","For-profit private ownership","Number",1308,TRUE
2019,"Cyprus","For-profit private ownership","Inhabitants per ...",657.63,TRUE
2019,"Cyprus","For-profit private ownership","Per hundred thousand inhabitants",152.06,TRUE
2019,"Latvia","Public ownership","Number",9718,TRUE
2019,"Latvia","Public ownership","Inhabitants per ...",199.86,TRUE
2019,"Latvia","Public ownership","Per hundred thousand inhabitants",500.35,TRUE
2019,"Latvia","Not-for-profit private ownership","Number",0,TRUE
2019,"Latvia","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2019,"Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,TRUE
2019,"Latvia","For-profit private ownership","Number",1094,TRUE
2019,"Latvia","For-profit private ownership","Inhabitants per ...",1775.36,TRUE
2019,"Latvia","For-profit private ownership","Per hundred thousand inhabitants",56.33,TRUE
2019,"Lithuania","Public ownership","Number",18394,TRUE
2019,"Lithuania","Public ownership","Inhabitants per ...",153.77,TRUE
2019,"Lithuania","Public ownership","Per hundred thousand inhabitants",650.33,TRUE
2019,"Lithuania","Not-for-profit private ownership","Number",0,TRUE
2019,"Lithuania","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2019,"Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants",0,TRUE
2019,"Lithuania","For-profit private ownership","Number",161,TRUE
2019,"Lithuania","For-profit private ownership","Inhabitants per ...",17815.1,TRUE
2019,"Lithuania","For-profit private ownership","Per hundred thousand inhabitants",5.61,TRUE
2019,"Hungary","Public ownership","Number",69427,TRUE
2019,"Hungary","Public ownership","Inhabitants per ...",143.78,TRUE
2019,"Hungary","Public ownership","Per hundred thousand inhabitants",695.52,TRUE
2019,"Hungary","Not-for-profit private ownership","Number",2085,TRUE
2019,"Hungary","Not-for-profit private ownership","Inhabitants per ...",4796.17,TRUE
2019,"Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",20.85,TRUE
2019,"Hungary","For-profit private ownership","Number",187,TRUE
2019,"Hungary","For-profit private ownership","Inhabitants per ...",53255.74,TRUE
2019,"Hungary","For-profit private ownership","Per hundred thousand inhabitants",1.88,TRUE
2019,"Malta","Public ownership","Number",2005,TRUE
2019,"Malta","Public ownership","Inhabitants per ...",232.95,TRUE
2019,"Malta","Public ownership","Per hundred thousand inhabitants",429.27,TRUE
2019,"Malta","Not-for-profit private ownership","Number",0,TRUE
2019,"Malta","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2019,"Malta","Not-for-profit private ownership","Per hundred thousand inhabitants",0,TRUE
2019,"Malta","For-profit private ownership","Number",108,TRUE
2019,"Malta","For-profit private ownership","Inhabitants per ...",4487.31,TRUE
2019,"Malta","For-profit private ownership","Per hundred thousand inhabitants",22.29,TRUE
2019,"Netherlands","Public ownership","Number",14126,TRUE
2019,"Netherlands","Public ownership","Inhabitants per ...",178.38,TRUE
2019,"Netherlands","Public ownership","Per hundred thousand inhabitants",560.59,TRUE
2019,"Netherlands","Not-for-profit private ownership","Number",56136,TRUE
2019,"Netherlands","Not-for-profit private ownership","Inhabitants per ...",305.17,TRUE
2019,"Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants",327.68,TRUE
2019,"Netherlands","For-profit private ownership","Number",21,TRUE
2019,"Netherlands","For-profit private ownership","Inhabitants per ...",1011.6,TRUE
2019,"Netherlands","For-profit private ownership","Per hundred thousand inhabitants",98.85,TRUE
2019,"Austria","Public ownership","Number",44910,TRUE
2019,"Austria","Public ownership","Inhabitants per ...",194.54,TRUE
2019,"Austria","Public ownership","Per hundred thousand inhabitants",514.04,TRUE
2019,"Austria","Not-for-profit private ownership","Number",10697,TRUE
2019,"Austria","Not-for-profit private ownership","Inhabitants per ...",822.43,TRUE
2019,"Austria","Not-for-profit private ownership","Per hundred thousand inhabitants",121.59,TRUE
2019,"Austria","For-profit private ownership","Number",8873,TRUE
2019,"Austria","For-profit private ownership","Inhabitants per ...",991.5,TRUE
2019,"Austria","For-profit private ownership","Per hundred thousand inhabitants",100.86,TRUE
2019,"Poland","Public ownership","Number",198877,TRUE
2019,"Poland","Public ownership","Inhabitants per ...",190.95,TRUE
2019,"Poland","Public ownership","Per hundred thousand inhabitants",523.71,TRUE
2019,"Poland","Not-for-profit private ownership","Number",3770,TRUE
2019,"Poland","Not-for-profit private ownership","Inhabitants per ...",9592.02,TRUE
2019,"Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",9.93,TRUE
2019,"Poland","For-profit private ownership","Number",45592,TRUE
2019,"Poland","For-profit private ownership","Inhabitants per ...",832.93,TRUE
2019,"Poland","For-profit private ownership","Per hundred thousand inhabitants",120.06,TRUE
2019,"Portugal","Public ownership","Number",24056,TRUE
2019,"Portugal","Public ownership","Inhabitants per ...",428.29,TRUE
2019,"Portugal","Public ownership","Per hundred thousand inhabitants",233.49,TRUE
2019,"Portugal","Not-for-profit private ownership","Number",7222,TRUE
2019,"Portugal","Not-for-profit private ownership","Inhabitants per ...",1426.63,TRUE
2019,"Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants",70.1,TRUE
2019,"Portugal","For-profit private ownership","Number",3759,TRUE
2019,"Portugal","For-profit private ownership","Inhabitants per ...",2746.86,TRUE
2019,"Portugal","For-profit private ownership","Per hundred thousand inhabitants",36.41,TRUE
2019,"Romania","Public ownership","Number",127321,TRUE
2019,"Romania","Public ownership","Inhabitants per ...",153.84,TRUE
2019,"Romania","Public ownership","Per hundred thousand inhabitants",650.01,TRUE
2019,"Romania","Not-for-profit private ownership","Number",530,TRUE
2019,"Romania","Not-for-profit private ownership","Inhabitants per ...",37174.47,TRUE
2019,"Romania","Not-for-profit private ownership","Per hundred thousand inhabitants",2.69,TRUE
2019,"Romania","For-profit private ownership","Number",7155,TRUE
2019,"Romania","For-profit private ownership","Inhabitants per ...",2737.59,TRUE
2019,"Romania","For-profit private ownership","Per hundred thousand inhabitants",36.53,TRUE
2019,"Slovenia","Public ownership","Number",9165,TRUE
2019,"Slovenia","Public ownership","Inhabitants per ...",225.32,TRUE
2019,"Slovenia","Public ownership","Per hundred thousand inhabitants",443.82,TRUE
2019,"Slovenia","Not-for-profit private ownership","Number",0,TRUE
2019,"Slovenia","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2019,"Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,TRUE
2019,"Slovenia","For-profit private ownership","Number",101,TRUE
2019,"Slovenia","For-profit private ownership","Inhabitants per ...",20459.28,TRUE
2019,"Slovenia","For-profit private ownership","Per hundred thousand inhabitants",4.89,TRUE
2019,"Finland","Public ownership","Number",18879,TRUE
2019,"Finland","Public ownership","Inhabitants per ...",292.15,TRUE
2019,"Finland","Public ownership","Per hundred thousand inhabitants",342.29,TRUE
2019,"Finland","Not-for-profit private ownership","Number",628,TRUE
2019,"Finland","Not-for-profit private ownership","Inhabitants per ...",9466.72,TRUE
2019,"Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",2.38,TRUE
2019,"Finland","For-profit private ownership","Number",1037,TRUE
2019,"Finland","For-profit private ownership","Inhabitants per ...",5299.23,TRUE
2019,"Finland","For-profit private ownership","Per hundred thousand inhabitants",18.87,TRUE
2019,"Iceland","Public ownership","Number",1009,FALSE
